id,title,coursetype,distance,time,summary,content,latitude,longitude,address,openTime,tel,courseTag1,courseTag2,courseTag3,courseTag4
21,제주올레길 16코스(고내-광령 올레),제주올레,15.8,5~6시간,"고내포구에서 광령 1리까지 이어지는 코스는 바다, 저수지, 숲, 그리고 삼별초 항전의 옛 토성 등 다양한 경관과 평화로운 마을을 만날 수 있어요.","이 코스는 고내포구 우주물에서 시작해 항파두리 코스모스 정자 앞을 지나 광령 1리 사무소까지 이어지는 여정으로, 제주의 다양한 풍경을 한눈에 담을 수 있는 길이에요. 쪽빛 바다를 배경으로 걷다가 잔잔한 저수지와 호젓한 숲을 지나면, 삼별초가 항전을 벌였던 옛 토성의 역사를 느낄 수 있는 장소에 도착하게 돼요. 이 길은 평화롭고 소박한 제주 마을들을 지나며 제주 특유의 고즈넉한 분위기를 경험할 수 있는 코스랍니다. 특히, 하얀 소금기가 햇빛에 빛나는 '소금 빌레'는 이 구간의 매력적인 포인트 중 하나이며, 잔잔한 저수지에서는 낚시꾼들이 세월을 낚는 여유로운 모습을 볼 수 있어요. 구엄포구를 지나면 항파두리 항몽유적지까지 식당이나 가게가 없어, 이른 점심을 챙기는 것이 좋습니다. 시작점으로 가는 방법은 제주 시외버스 202번을 타고 고내리 정류장에서 하차한 후 도보로 약 600m 이동하면 됩니다. 스탬프 투어를 즐기는 분들은 고내포구, 항파두리, 광령 1리에서 스탬프를 찍을 수 있어요.",33.467103,126.338656,제주시 애월읍 고내리 1103-1,"08:30~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0613,비순환형,바다,난이도 중,
22,제주올레길 17코스(광령-산지천 올레),제주올레,18.1,6~7시간,"광령 1리에서 우유부단 크림 공작소까지 이어지는 이 코스는 제주의 과거와 현재를 느끼며, 무수천과 제주문화원, 민속자연사박물관을 방문할 수 있어요.","이 코스는 광령 1리 사무소에서 시작해 우유부단 크림 공작소까지 이어지는 길로, 제주의 과거와 현재가 공존하는 모습을 느낄 수 있어요. 제주의 고유한 문화와 생활 방식을 걷는 내내 체험할 수 있는 이 코스는 복잡한 인간사의 근심을 덜어준다는 '무수천'을 지나며 마음의 여유를 찾을 수 있습니다. 이 외에도 제주문화원에서는 지역 사회의 문화적 유산을 보존하고 발전시키기 위한 다양한 행사와 프로그램을 운영하고 있어, 제주 사람들의 삶을 깊이 있게 이해할 수 있어요. 또, 제주도 민속자연사박물관에서는 제주의 고고·민속 자료부터 다양한 동식물, 해양 생물 자료까지 전시하고 있어, 자연과 역사에 대한 폭넓은 지식을 쌓을 수 있는 좋은 기회예요. 이 코스는 제주의 문화와 자연을 함께 느낄 수 있는 여정으로, 화장실과 매점이 중간중간 위치해 있어 편리하게 이용할 수 있습니다. 이동은 제주 국제공항에서 454번 버스를 타고 도두동 정류장에서 하차하면 됩니다.",33.508504,126.499332,제주시 용담2동 2002,"08:00~21:00, 연중무휴",064-742-8866,비순환형,바다,난이도 중,
23,제주올레길 18코스(산지천-조천 올레),제주올레,19.8,6~7시간,"동문로터리에서 조천 만세동산까지 이어지는 이 코스는 제주의 역사와 자연, 문화를 함께 경험할 수 있는 올레길이에요.","이 코스는 제주시 동문로터리에서 시작해 조천 만세동산으로 이어지는 길로, 제주의 역사와 자연, 문화를 동시에 느낄 수 있는 올레 코스예요. 제주의 지역 문화와 행사를 꾸준히 운영해 온 '제주문화원'을 지나며 제주 사람들의 전통과 문화를 엿볼 수 있고, 민족의 의로운 정신이 서린 '모충사'에서는 그 역사의 깊이를 느낄 수 있어요. 이 코스는 또한 별도봉을 지나며 기생화산이 형성한 독특한 자연 경관을 감상할 수 있는데, 퇴적암과 용암이 어우러져 만들어낸 절경이 인상적이에요. 길을 따라 걷다 보면 제주시의 다채로운 면모를 접할 수 있으며, 조천 만세동산에서는 과거의 독립운동 역사를 기념할 수 있어요. 제주 국제공항에서 365번 버스를 타고 중앙로 정류장에서 내리면 이 코스를 쉽게 시작할 수 있으며, 코스 내에 화장실과 매점이 다수 위치해 있어 편리하게 이용할 수 있습니다.",33.512618,126.524314,제주시 관덕로8길 7-9,"08:00~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0616,비순환형,바다,난이도 중,
24,제주올레길 18-1코스(상추자 올레),제주올레,11.4,4~5시간,"추자도 상추자항에서 시작해 여러 봉우리를 오르내리며 하루 동안 걷는 코스로, 아름다운 자연과 섬의 풍경을 만끽할 수 있어요.","이 코스는 추자도 상추자항에서 시작해 묵리슈퍼를 거쳐 다시 상추자항으로 돌아오는 여정으로, 하루 동안 걷는 것이 가장 적합한 코스예요. 봉글레산, 묵리 고개, 신대산, 돈대산 등 여러 봉우리를 오르내리며 추자도의 아름다운 자연을 온전히 느낄 수 있어요. 특히 봉글레산에서는 멋진 일몰을 감상할 수 있어 많은 이들에게 인기가 높은 포인트랍니다. 추자도는 사람이 사는 네 개의 섬과 사람이 살지 않는 서른여덟 개의 작은 섬들로 이루어진 독특한 섬이어서, 고즈넉한 자연과 섬 특유의 매력을 느낄 수 있어요. 상추자와 하추자의 봉우리들 사이를 걷다 보면 숲길과 바다가 어우러진 평온한 풍경을 만나게 됩니다. 이 코스를 걷기 위해서는 제주 연안여객터미널에서 도항선을 이용해 상추자항에 하차하면 되며, 도중에 묵리슈퍼에서 간단히 컵라면을 구매할 수 있지만 문을 여는 날이 제한적이니 도시락과 물을 미리 준비하는 것이 좋습니다. 스탬프 투어를 즐기는 이들은 상추자항과 묵리슈퍼 앞에서 스탬프를 찍을 수 있어요.",33.963678,126.296147,제주시 추자면 대서리 19-1,"08:00~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0685,순환형,바다,난이도 상,
25,제주올레길 19코스(조천-김녕 올레),제주올레,19.4,6~7시간,"조천 만세동산에서 김녕까지 이어지는 코스는 바다, 오름, 곶자왈, 마을 등을 지나며 제주 자연의 아름다움을 감상할 수 있어요.","이 코스는 제주시 조천 만세동산에서 시작해 김녕까지 이어지며 제주 자연의 다양한 모습을 만날 수 있는 아름다운 여정이에요. 바다, 오름, 곶자왈, 마을, 그리고 밭을 지나며 제주의 자연을 온전히 느낄 수 있어, 걷는 내내 지루할 틈이 없답니다. 서우봉을 오르는 구간에서만 숨을 고르면, 전반적으로 평탄한 길이 이어지기 때문에 누구나 편안하게 걸을 수 있어요. 섬의 모습이 물개를 닮은 '다려도'는 이 코스의 독특한 경관 중 하나이며, '북촌 돌하르방공원'에서는 제주의 상징적인 돌하르방을 이해할 수 있는 기회를 제공합니다. 또한, '금룡사'에서는 체험형과 휴식형 두 가지 템플스테이를 경험할 수 있어, 여행 중 마음의 평안을 얻을 수 있는 곳이에요. 여행 중간중간에 화장실이 위치해 있으며, 편의점도 구간 내에 한 곳 있어 편리하게 이용할 수 있습니다. 이동은 제주 국제공항에서 101번 또는 325번 버스를 타고 조천 환승정류장에서 하차하면 돼요.",33.540313,126.63991,제주시 조천읍 조천리 2859-1,"08:00~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0614,비순환형,바다,난이도 중,
26,제주올레길 20코스(김녕-하도 올레),제주올레,17.6,5~6시간,"김녕 서포구에서 하도 해녀박물관까지 이어지는 코스로, 제주 북동부의 바다 경관과 해녀의 삶을 느낄 수 있는 여정이에요.","이 코스는 김녕 서포구 어민복지회관에서 시작해 하도 해녀박물관에서 마무리되는 제주 북동부 해안의 아름다움을 담은 여정이에요. 바다와 어우러진 자연을 감상하며 걸을 수 있는 이 코스는 해녀의 역사와 삶을 이해할 수 있는 특별한 경험을 제공합니다. 특히 '제주사랑 농수산'에서는 천연 화장품과 웰빙 제품을 직접 만들어 볼 수 있으며, 천연 화장품 제조공정과 연구소 견학도 가능해요. 또한, 해녀박물관에서는 제주 해녀들의 생존과 자존심을 엿볼 수 있는 생생한 역사를 만날 수 있답니다. 코스 중간에는 천연기념물 제98호로 지정된 '김녕사굴'이 있어 제주의 자연 유산을 함께 감상할 수 있어요. 이동은 제주 국제공항에서 101번 또는 365번 버스를 타고 김녕 환승정류장에서 하차하면 되고, 필요시 마을 상점에서 매점을 이용할 수 있어요.",,,,,,비순환형,바다,난이도 중,
27,제주올레길 21코스(하도-종달 올레),제주올레,11.3,3~4시간,"제주해녀박물관에서 종달바당까지 이어지는 코스로, 지미봉을 제외하면 평탄하며 바다, 밭길, 오름을 고루 체험할 수 있어요.","이 코스는 제주해녀박물관에서 시작해 석다원 맞은편을 거쳐 종달바당까지 이어지는 구간으로, 제주의 아름다운 바다와 밭길, 오름을 고루 체험할 수 있는 여정이에요. 코스 대부분이 평탄하지만 지미봉을 오를 때 약간의 경사가 있어요. 다만, 지미봉을 오르기 어려운 경우 둘레길을 따라 우회할 수 있어 걷는 데 큰 부담은 없습니다. 지미봉 정상에서는 제주의 끝자락을 파노라마처럼 펼쳐 볼 수 있으며, 그 풍경은 제주 올레길의 하이라이트 중 하나입니다. 종달리 백사장은 작고 아름다워 고즈넉한 제주 바다의 매력을 느끼기에 충분해요. 여행 도중에는 석다원 휴게소와 토끼섬을 제외하면 식당이나 가게가 없기 때문에 필요한 음료나 간식은 미리 준비하는 것이 좋아요. 여행을 시작하려면 제주 시외버스 101번을 타고 세화 환승정류장에서 하차한 후 해녀박물관까지 약 950m 도보로 이동할 수 있어요. 스탬프 투어를 즐기는 분들은 제주해녀박물관, 석다원 맞은편, 종달바당에서 스탬프를 찍을 수 있습니다.",33.522136,126.862722,제주시 구좌읍 상도리 471-43,"08:00~17:00(점심시간 : 12:00~13:00) 명절 설, 추석 당일 휴무",070-4060-0615,비순환형,바다,난이도 하,
28,하영올레1 코스,하영올레,8.9,3시간,"하영올레는 서귀포 원도심의 자연과 인문적 자원을 느낄 수 있는 도보 코스로, 3개의 코스로 구성된 길이에요.","하영올레는 서귀포시 원도심의 매력을 듬뿍 느낄 수 있는 도보 코스로, 이름은 제주어로 ""많다""는 의미의 '하영'과 제주올레의 '올레'를 합쳐 만들어졌어요. 총 3개의 코스로 구성된 하영올레는 서귀포 도심 속에서 풍부한 자연과 인문적 자원을 천천히 걸으며 체험할 수 있는 여유로운 길이에요. 이 코스는 서귀포 원도심 주변의 다양한 관광자원, 6개의 도심공원, 그리고 3개의 특화거리가 결합되어 설계되어 있어 걷는 내내 서귀포만의 독특한 풍경을 감상할 수 있어요. 천천히 걷다 보면 서귀포 도심 속 자연의 조화와 지역의 문화적 자원을 함께 즐길 수 있는 하영올레는, 서귀포의 참모습을 발견하는 좋은 방법이에요.",,,,,,순환형,도심,,
29,하영올레 2코스,하영올레,6.4,1시간 30분,"하영올레는 서귀포 원도심의 자연과 인문적 자원을 느낄 수 있는 도보 코스로, 3개의 코스로 구성된 길이에요.","하영올레는 서귀포시 원도심의 매력을 듬뿍 느낄 수 있는 도보 코스로, 이름은 제주어로 ""많다""는 의미의 '하영'과 제주올레의 '올레'를 합쳐 만들어졌어요. 총 3개의 코스로 구성된 하영올레는 서귀포 도심 속에서 풍부한 자연과 인문적 자원을 천천히 걸으며 체험할 수 있는 여유로운 길이에요. 이 코스는 서귀포 원도심 주변의 다양한 관광자원, 6개의 도심공원, 그리고 3개의 특화거리가 결합되어 설계되어 있어 걷는 내내 서귀포만의 독특한 풍경을 감상할 수 있어요. 천천히 걷다 보면 서귀포 도심 속 자연의 조화와 지역의 문화적 자원을 함께 즐길 수 있는 하영올레는, 서귀포의 참모습을 발견하는 좋은 방법이에요.",,,,,,순환형,도심,,
30,하영올레 3코스,하영올레,7.5,2시간 30분,"하영올레는 서귀포 원도심의 자연과 인문적 자원을 느낄 수 있는 도보 코스로, 3개의 코스로 구성된 길이에요.","하영올레는 서귀포시 원도심의 매력을 듬뿍 느낄 수 있는 도보 코스로, 이름은 제주어로 ""많다""는 의미의 '하영'과 제주올레의 '올레'를 합쳐 만들어졌어요. 총 3개의 코스로 구성된 하영올레는 서귀포 도심 속에서 풍부한 자연과 인문적 자원을 천천히 걸으며 체험할 수 있는 여유로운 길이에요. 이 코스는 서귀포 원도심 주변의 다양한 관광자원, 6개의 도심공원, 그리고 3개의 특화거리가 결합되어 설계되어 있어 걷는 내내 서귀포만의 독특한 풍경을 감상할 수 있어요. 천천히 걷다 보면 서귀포 도심 속 자연의 조화와 지역의 문화적 자원을 함께 즐길 수 있는 하영올레는, 서귀포의 참모습을 발견하는 좋은 방법이에요.",,,,,,순환형,도심,,
